lat_O,lon_O,lat_D,lon_D,group,count,distance,norm_total,norm_group
-33.39104,-70.54533,-33.390478,-70.545018,4,440,0.06876003461446333,0.000464585885036111,0.0012380416432189083
-33.611416,-70.705406,-33.61030556,-70.70419444,3,600,0.1667686457032405,0.000633526206867424,0.0020435967302452314
-33.61030556,-70.70419444,-33.611416,-70.705406,4,460,0.1667686457032405,0.0004857034252650251,0.0012943162633652222
-33.447539,-70.651178,-33.448898,-70.652397,4,420,0.18858815701388068,0.0004434683448071969,0.0011817670230725942
-33.4022556,-70.5778,-33.4035611111,-70.5791694444,4,460,0.192860726330873,0.0004857034252650251,0.0012943162633652222
-33.404861,-70.567,-33.4067,-70.5662,4,420,0.2171186052450291,0.0004434683448071969,0.0011817670230725942
-33.414167,-70.580833,-33.414636,-70.583264,4,460,0.23202292247534959,0.0004857034252650251,0.0012943162633652222
-33.413937,-70.652961,-33.414,-70.65553,4,520,0.23905602777667292,0.0005490560459517676,0.0014631401238041643
-33.428677,-70.642776,-33.42942,-70.64539,4,660,0.2566854605950191,0.0006968788275541665,0.0018570624648283625
-33.42942,-70.64539,-33.428677,-70.642776,4,580,0.2566854605950191,0.00061240866663851,0.0016319639842431065
-33.447884,-70.645272,-33.449436,-70.647504,4,700,0.26962506155889326,0.0007391139080119948,0.0019696117051209903
-33.45829,-70.706787,-33.455774,-70.70637,4,520,0.28173618412167284,0.0005490560459517676,0.0014631401238041643
-33.3997,-70.57774,-33.4022556,-70.5778,4,600,0.28350067252375755,0.000633526206867424,0.0016882386043894203
-33.4022556,-70.5778,-33.3997,-70.57774,4,620,0.28350067252375755,0.0006546437470963382,0.0017445132245357345
-33.40442777,-70.5722111111,-33.40691,-70.571312,4,460,0.2877325696261297,0.0004857034252650251,0.0012943162633652222
-33.457394,-70.625793,-33.454881,-70.626636,4,1140,0.28953250647157003,0.0012036997930481058,0.0032076533483398986
-33.454881,-70.626636,-33.457394,-70.625793,4,1300,0.28953250647157003,0.0013726401148794188,0.0036578503095104106
-33.4089,-70.56791,-33.4067,-70.5662,4,740,0.2912743845307596,0.000781348988469823,0.0020821609454136185
-33.433998,-70.6773,-33.43370833,-70.6741027778,4,480,0.29905059287641256,0.0005068209654939393,0.0013505908835115363
-33.45112,-70.65425,-33.448898,-70.652397,4,520,0.3006963687113841,0.0005490560459517676,0.0014631401238041643
-33.448898,-70.652397,-33.45112,-70.65425,4,560,0.3006963687113841,0.0005912911264095958,0.0015756893640967923
-33.44601,-70.642765,-33.446815,-70.639649,4,420,0.3031703408588719,0.0004434683448071969,0.0011817670230725942
-33.446815,-70.639649,-33.44601,-70.642765,4,640,0.3031703408588719,0.0006757612873252523,0.0018007878446820484
-33.446815,-70.639649,-33.44601,-70.642765,2,540,0.3031703408588719,0.0005701735861806817,0.002342326711199792
-33.44601,-70.642765,-33.446815,-70.639649,2,460,0.3031703408588719,0.0004857034252650251,0.0019953153465776005
-33.416626,-70.534042,-33.419417,-70.534028,4,460,0.3095579040153718,0.0004857034252650251,0.0012943162633652222
-33.419417,-70.534028,-33.416626,-70.534042,4,560,0.3095579040153718,0.0005912911264095958,0.0015756893640967923
-33.4556333,-70.5930528,-33.454,-70.59581,4,480,0.31388901064269664,0.0005068209654939393,0.0013505908835115363
-33.454,-70.59581,-33.4556333,-70.5930528,4,460,0.31388901064269664,0.0004857034252650251,0.0012943162633652222
-33.448898,-70.652397,-33.446135,-70.653543,4,660,0.32444708301181496,0.0006968788275541665,0.0018570624648283625
-33.446135,-70.653543,-33.448898,-70.652397,4,460,0.32444708301181496,0.0004857034252650251,0.0012943162633652222
-33.4136139,-70.6112861,-33.415394,-70.608292,4,580,0.34137718012217777,0.00061240866663851,0.0016319639842431065
-33.415501,-70.586792,-33.414636,-70.583264,4,480,0.34188742282413814,0.0005068209654939393,0.0013505908835115363
-33.451173,-70.666031,-33.4488,-70.6684,4,600,0.34320003116251785,0.000633526206867424,0.0016882386043894203
-33.4488,-70.6684,-33.451173,-70.666031,4,460,0.34320003116251785,0.0004857034252650251,0.0012943162633652222
-33.453567,-70.605164,-33.452523,-70.608743,4,480,0.35232087109219684,0.0005068209654939393,0.0013505908835115363
-33.452523,-70.608743,-33.453567,-70.605164,4,620,0.35232087109219684,0.0006546437470963382,0.0017445132245357345
-33.47103,-70.64481,-33.472947,-70.64798,3,460,0.36336121069562405,0.0004857034252650251,0.0015667574931880108
-33.567475,-70.586192,-33.56896,-70.582621,2,500,0.3702225416823824,0.0005279385057228534,0.002168821028888696
-33.421299,-70.653191,-33.423917,-70.650656,4,760,0.374031986391247,0.0008024665286987372,0.0021384355655599324
-33.423917,-70.650656,-33.421299,-70.653191,3,440,0.374031986391247,0.000464585885036111,0.0014986376021798365
-33.423917,-70.650656,-33.421299,-70.653191,4,900,0.374031986391247,0.0009502893103011361,0.0025323579065841305
-33.4556333,-70.5930528,-33.457083,-70.589306,4,500,0.3836560278405588,0.0005279385057228534,0.0014068655036578502
-33.3878805556,-70.5434694444,-33.39104,-70.54533,4,520,0.39084408463678927,0.0005490560459517676,0.0014631401238041643
-33.45445,-70.71027,-33.455774,-70.70637,4,440,0.39119328696367045,0.000464585885036111,0.0012380416432189083
-33.425967,-70.59205,-33.423056,-70.589611,4,540,0.39458294873773136,0.0005701735861806817,0.0015194147439504784
-33.423056,-70.589611,-33.425967,-70.59205,4,460,0.39458294873773136,0.0004857034252650251,0.0012943162633652222
-33.385431,-70.529475,-33.383701,-70.533203,4,460,0.3964068916375965,0.0004857034252650251,0.0012943162633652222
-33.383701,-70.533203,-33.385431,-70.529475,4,500,0.3964068916375965,0.0005279385057228534,0.0014068655036578502
-33.43370833,-70.6741027778,-33.436549,-70.671503,4,500,0.39713084303860596,0.0005279385057228534,0.0014068655036578502
-33.4425,-70.758889,-33.44233,-70.763284,4,520,0.409099520673315,0.0005490560459517676,0.0014631401238041643
-33.381111,-70.641389,-33.384567,-70.639847,3,560,0.40928280405793477,0.0005912911264095958,0.0019073569482288828
-33.384567,-70.639847,-33.381111,-70.641389,4,440,0.40928280405793477,0.000464585885036111,0.0012380416432189083
-33.4267,-70.6044,-33.424015,-70.607475,4,420,0.4128798319823515,0.0004434683448071969,0.0011817670230725942
-33.41642222,-70.6662694444,-33.419189,-70.663139,3,700,0.42301852154414776,0.0007391139080119948,0.0023841961852861036
-33.419189,-70.663139,-33.41642222,-70.6662694444,3,860,0.42301852154414776,0.0009080542298433078,0.0029291553133514985
-33.369301,-70.724197,-33.366215,-70.726887,4,740,0.42405230506868097,0.000781348988469823,0.0020821609454136185
-33.366215,-70.726887,-33.369301,-70.724197,4,460,0.42405230506868097,0.0004857034252650251,0.0012943162633652222
-33.44601,-70.642765,-33.4424389,-70.6408278,2,600,0.43511347809714823,0.000633526206867424,0.0026025852346664353
-33.4424389,-70.6408278,-33.44601,-70.642765,4,420,0.43511347809714823,0.0004434683448071969,0.0011817670230725942
-33.3908,-70.54043,-33.39104,-70.54533,4,420,0.45666716321406503,0.0004434683448071969,0.0011817670230725942
-33.439838,-70.674465,-33.436549,-70.671503,4,680,0.4570939680006002,0.0007179963677830806,0.0019133370849746764
-33.436549,-70.671503,-33.439838,-70.674465,4,680,0.4570939680006002,0.0007179963677830806,0.0019133370849746764
-33.597679,-70.603363,-33.593806,-70.601639,3,1340,0.4584113875271818,0.0014148751953372471,0.004564032697547684
-33.593806,-70.601639,-33.597679,-70.603363,3,1740,0.4584113875271818,0.0018372259999155298,0.005926430517711172
-33.439838,-70.674465,-33.442442,-70.670556,4,980,0.4642543779300131,0.0010347594712167927,0.0027574563871693865
-33.442442,-70.670556,-33.439838,-70.674465,4,800,0.4642543779300131,0.0008447016091565655,0.0022509848058525606
-33.455639,-70.672699,-33.451483,-70.67362,3,480,0.46883826757824665,0.0005068209654939393,0.0016348773841961854
-33.425759,-70.599658,-33.4220833333,-70.6023333333,4,460,0.4776074081110562,0.0004857034252650251,0.0012943162633652222
-33.4220833333,-70.6023333333,-33.425759,-70.599658,4,460,0.4776074081110562,0.0004857034252650251,0.0012943162633652222
-33.4619,-70.6955,-33.4599,-70.690895,4,480,0.4821582872319059,0.0005068209654939393,0.0013505908835115363
-33.4599,-70.690895,-33.4619,-70.6955,4,540,0.4821582872319059,0.0005701735861806817,0.0015194147439504784
-33.411194,-70.588389,-33.412067,-70.593553,4,580,0.49000086355827605,0.00061240866663851,0.0016319639842431065
-33.4931,-70.6511,-33.495056,-70.655881,3,720,0.494430924209297,0.0007602314482409089,0.002452316076294278
-33.495056,-70.655881,-33.4931,-70.6511,3,780,0.494430924209297,0.0008235840689276513,0.0026566757493188013
-33.352705,-70.729207,-33.3569,-70.7273805556,4,620,0.49535552598078725,0.0006546437470963382,0.0017445132245357345
-33.39269,-70.59736,-33.39229722,-70.5920138889,4,620,0.4992915722242885,0.0006546437470963382,0.0017445132245357345
-33.39229722,-70.5920138889,-33.39269,-70.59736,4,600,0.4992915722242885,0.000633526206867424,0.0016882386043894203
-33.4905,-70.77186,-33.4914027778,-70.7772,3,900,0.5062588496188699,0.0009502893103011361,0.0030653950953678476
-33.4914027778,-70.7772,-33.4905,-70.77186,3,700,0.5062588496188699,0.0007391139080119948,0.0023841961852861036
-33.402397,-70.619871,-33.40561,-70.62382,4,420,0.5118027364515625,0.0004434683448071969,0.0011817670230725942
-33.515301,-70.686996,-33.519639,-70.689,2,780,0.5159088607292723,0.0008235840689276513,0.0033833608050663658
-33.519639,-70.689,-33.515301,-70.686996,2,620,0.5159088607292723,0.0006546437470963382,0.002689338075821983
-33.449844,-70.660698,-33.451173,-70.666031,4,520,0.5172838942406778,0.0005490560459517676,0.0014631401238041643
-33.451173,-70.666031,-33.449844,-70.660698,4,840,0.5172838942406778,0.0008869366896143938,0.0023635340461451884
-33.432536,-70.66867,-33.43370833,-70.6741027778,4,440,0.521679276061266,0.000464585885036111,0.0012380416432189083
-33.43370833,-70.6741027778,-33.432536,-70.66867,4,460,0.521679276061266,0.0004857034252650251,0.0012943162633652222
-33.414167,-70.580833,-33.418811,-70.581871,4,720,0.5240450610044942,0.0007602314482409089,0.0020258863252673046
-33.418811,-70.581871,-33.414167,-70.580833,4,580,0.5240450610044942,0.00061240866663851,0.0016319639842431065
-33.446897,-70.675103,-33.451483,-70.67362,4,560,0.5270023798926774,0.0005912911264095958,0.0015756893640967923
-33.452523,-70.608743,-33.4487,-70.612175,4,1040,0.5306701896528903,0.0010981120919035352,0.0029262802476083287
-33.4487,-70.612175,-33.452523,-70.608743,4,1200,0.5306701896528903,0.001267052413734848,0.0033764772087788407
-33.45829,-70.706787,-33.45445,-70.71027,4,480,0.5350219095799403,0.0005068209654939393,0.0013505908835115363
-33.45445,-70.71027,-33.45829,-70.706787,4,580,0.5350219095799403,0.00061240866663851,0.0016319639842431065
-33.385101,-70.57,-33.380615,-70.567863,4,520,0.5358100462680042,0.0005490560459517676,0.0014631401238041643
