lat_O,lon_O,lat_D,lon_D,group,count,distance,norm_total,norm_group
-33.4022556,-70.5778,-33.402107,-70.57827,4,600,0.04672589453173389,0.0007140986884387422,0.0017283097131005876
-33.4022556,-70.5778,-33.402107,-70.57827,3,380,0.04672589453173389,0.0004522625026778701,0.001546475663356666
-33.402107,-70.57827,-33.4022556,-70.5778,4,440,0.04672589453173389,0.0005236723715217443,0.0012674271229404308
-33.417793,-70.606604,-33.41827777,-70.6063916667,4,1180,0.05727908522451166,0.0014043940872628597,0.0033990091024311557
-33.41827777,-70.6063916667,-33.417793,-70.606604,4,760,0.05727908522451166,0.0009045250053557401,0.002189192303260744
-33.41827777,-70.6063916667,-33.417793,-70.606604,3,420,0.05727908522451166,0.0004998690819071195,0.0017092625752889467
-33.390478,-70.545018,-33.39104,-70.54533,4,700,0.06876003461446333,0.000833115136511866,0.0020163613319506856
-33.39104,-70.54533,-33.390478,-70.545018,4,640,0.06876003461446333,0.0007617052676679917,0.0018435303606406269
-33.480293,-70.750603,-33.480293,-70.751692,4,420,0.10121557385859747,0.0004998690819071195,0.0012098167991704113
-33.480293,-70.751692,-33.480293,-70.750603,4,520,0.10121557385859747,0.0006188855299802433,0.0014978684180205093
-33.480293,-70.750603,-33.480293,-70.751692,2,380,0.10121557385859747,0.0004522625026778701,0.001988487702773417
-33.480293,-70.751692,-33.480293,-70.750603,3,440,0.10121557385859747,0.0005236723715217443,0.0017906560312550871
-33.4089,-70.56791,-33.409904,-70.567455,4,960,0.11912735747754366,0.0011425579015019876,0.00276529554096094
-33.4089,-70.56791,-33.409904,-70.567455,3,420,0.11912735747754366,0.0004998690819071195,0.0017092625752889467
-33.364834,-70.678337,-33.365936,-70.678437,4,560,0.12257770520475315,0.0006664921092094928,0.0016130890655605484
-33.365936,-70.678437,-33.364834,-70.678337,4,740,0.12257770520475315,0.0008807217157411155,0.0021315819794907247
-33.44067,-70.64675,-33.4394306,-70.6471028,4,420,0.14132501704392525,0.0004998690819071195,0.0012098167991704113
-33.4505,-70.6788611111,-33.451525,-70.677805,4,780,0.15021976052149477,0.0009283282949703649,0.002246802627030764
-33.611416,-70.705406,-33.61030556,-70.70419444,3,540,0.1667686457032405,0.000642688819594868,0.0021976233110857888
-33.611416,-70.705406,-33.61030556,-70.70419444,4,400,0.1667686457032405,0.0004760657922924948,0.0011522064754003918
-33.61030556,-70.70419444,-33.611416,-70.705406,3,500,0.1667686457032405,0.0005950822403656185,0.002034836399153508
-33.417946,-70.603203,-33.416661,-70.604415,4,540,0.1817149188217933,0.000642688819594868,0.0015554787417905289
-33.416661,-70.604415,-33.417946,-70.603203,4,400,0.1817149188217933,0.0004760657922924948,0.0011522064754003918
-33.447539,-70.651178,-33.448898,-70.652397,4,400,0.18858815701388068,0.0004760657922924948,0.0011522064754003918
-33.448898,-70.652397,-33.447539,-70.651178,4,460,0.18858815701388068,0.000547475661136369,0.0013250374467104506
-33.4202,-70.609802,-33.42118333,-70.6079138889,4,520,0.2067193503783638,0.0006188855299802433,0.0014978684180205093
-33.43742222,-70.6497222222,-33.437187,-70.652168,4,440,0.22892302994211697,0.0005236723715217443,0.0012674271229404308
